Stav měření,Čas [s],∆T [°C],Proud [A],Chyba proudu [A],Napětí [V],Chyba napětí [V],Příkon [W],Poznámky
Před zapnutím páječky,0,,,,,,,
Ustálený stav,t (ust.),,,,2.500,,12.00,,,
